OBJECTID,TRL_NAME,PARK_NAME,FEATURE_ID,TRL_ID,SEG_ID,STG_AR_ID,SUB_TYPE,FEATURE,FEAT_CMNT,ELEV_FT,CITY_JUR,ZIP_CODE,SUP_DIST,X_STREET,X,Y,PARKING,PHOTO,TXT_E,LAT,LON,DB_ID,DIR_LAT,DIR_LON
7685,Charmichael Knob Trail,National Parks Service,0200162,020036,0200360000,020011,1,TAPO,Auto Generated and Verified,1333,Malibu,90265,3rd District,Encinal Canyon Road and Carmichael Road,"118° 52' 47.387"" W","34° 3' 15.891"" N",SA,,Mapped,34.05441893,-118.8798419,335,34.05878327,-118.87961425
7686,Charmichael Road,National Parks Service,0200164,020037,0200370000,020011,1,TH,Auto Generated and Verified,1326,Unincorporated Los Angeles County,90265,3rd District,2619 Encinal Canyon Rd,"118° 52' 45.098"" W","34° 3' 30.079"" N",SA,,Mapped,34.05836011,-118.87920613,336,34.05878327,-118.87961425
7687,Cheeseboro Canyon Trail,National Parks Service,0200166,020038,0200380000,020051,1,TH,Auto Generated and Verified,1011,Unincorporated Los Angeles County,91301,3rd District,Cheseboro Canyon Rd and Cheseboro Road,"118° 43' 50.974"" W","34° 9' 23.571"" N",SA,,Mapped,34.15655231,-118.73083841,337,34.15611327,-118.73114169
7688,Chumash Indian Trail,National Parks Service,0200169,020040,0200400000,,1,TH,Auto Generated and Verified,126,Malibu,90265,3rd District,6357 Sea Star Drive,"118° 50' 21.073"" W","34° 2' 1.550"" N",ST,,Mapped,34.03376859,-118.83919916,118,34.03376377,-118.83918688
7689,Cii Debora Spur Trail,CA State Parks - Topanga,0100172,020041,0200410000,020013,1,TAPO,Auto Generated and Verified,1544,Los Angeles,90272,3rd District,16701 Via la Costa,"118° 32' 46.277"" W","34° 4' 34.674"" N",SA,,Mapped,34.0763032,-118.54620041,119,34.07641027,-118.54637966
7690,Cistern Trail,CA State Parks - Malibu Creek,0100174,010046,0100460000,,1,TAPO,Auto Generated and Verified,1015,Unincorporated Los Angeles County,91302,3rd District,27637 Mulholland Hwy,"118° 43' 54.111"" W","34° 6' 19.021"" N",ST,,Mapped,34.10528844,-118.73170987,120,34.1052836,-118.7316976
7691,Clark Ranch Road,National Parks Service,0200176,020042,0200420000,020067,1,TH,Auto Generated and Verified,1378,Unincorporated Los Angeles County,90265,3rd District,1091 Encinal Canyon Rd,"118° 51' 45.931"" W","34° 5' 8.190"" N",SA,,Mapped,34.08561311,-118.86277104,121,34.08530284,-118.86248446
7692,Cold Creek Trail,National Parks Service,0200181,020045,0200450000,,1,TAPO,Auto Generated and Verified,1005,Unincorporated Los Angeles County,91302,3rd District,2121 McKain St,"118° 39' 27.568"" W","34° 5' 56.532"" N",ST,,Mapped,34.09904147,-118.65767,123,34.09903663,-118.65765774
7693,Coyote Canyon Trail,National Parks Service,0200187,020048,0200480000,020034,1,TAPO,Auto Generated and Verified,756,Unincorporated Los Angeles County,91301,3rd District,Paramount Ranch Rd,"118° 45' 25.762"" W","34° 6' 56.859"" N",SA,,Mapped,34.11579905,-118.75716839,341,34.115627,-118.75482105
7696,Crags Road,CA State Parks - Malibu Creek,0100191,010048,0100480000,010012,1,TAPO,Auto Generated and Verified,540,Unincorporated Los Angeles County,91302,3rd District,1670 Las Virgenes Rd,"118° 42' 51.740"" W","34° 5' 46.766"" N",SA,,Mapped,34.09632877,-118.71438438,124,34.09681547,-118.71614763
7697,Crags Road,CA State Parks - Malibu Creek,0100192,010048,0100480033,,1,TAPO,Auto Generated and Verified,774,Unincorporated Los Angeles County,91301,3rd District,28902 Crags Dr,"118° 45' 16.016"" W","34° 6' 8.774"" N",ST,,Mapped,34.10244193,-118.75446119,124,34.1024371,-118.75444892
7698,Deer Grass Trail,National Parks Service,0200203,020051,0200510001,,1,TH,Auto Generated and Verified,1098,Unincorporated Los Angeles County,91302,3rd District,2002 Stunt Rd,"118° 39' 14.264"" W","34° 6' 0.599"" N",ST,,Mapped,34.10017112,-118.65397436,309,34.10016628,-118.6539621
7699,Discovery Trail,National Parks Service,0200211,020053,0200530000,020026,1,TAPO,Auto Generated and Verified,610,Unincorporated Los Angeles County,90210,3rd District,1648 Lake Dr,"118° 24' 55.003"" W","34° 6' 22.786"" N",SA,,Mapped,34.10633431,-118.41529091,131,34.10680137,-118.4151062
7700,Discovery Trail,National Parks Service,0200212,020053,0200530000,020026,1,TAPO,Auto Generated and Verified,635,Unincorporated Los Angeles County,90210,3rd District,1824 Lake Dr,"118° 24' 55.690"" W","34° 6' 31.933"" N",SA,,Mapped,34.1088751,-118.41548164,131,34.10680137,-118.4151062
7701,Dome Trail,CA State Parks - Topanga,0100214,010056,0100560000,010011,1,TAPO,Auto Generated and Verified,851,Unincorporated Los Angeles County,90290,3rd District,21943 Entrada Rd,"118° 36' 3.150"" W","34° 5' 40.260"" N",SA,,Mapped,34.0945216,-118.60088718,132,34.09459087,-118.60100712
7702,Dorothy Drive,National Parks Service,0200215,020054,0200540000,020018,1,TH,Auto Generated and Verified,471,Unincorporated Los Angeles County,91302,3rd District,Piuma Road and Malibu Canyon Rd,"118° 42' 22.891"" W","34° 4' 57.682"" N",SA,,Mapped,34.08269423,-118.70637079,133,34.08296648,-118.70554765
7703,Dorothy Drive,National Parks Service,0200218,020054,0200540003,020018,1,TAPO,Auto Generated and Verified,502,Unincorporated Los Angeles County,91302,3rd District,911 Las Virgenes Rd,"118° 42' 17.928"" W","34° 5' 0.612"" N",SA,,Mapped,34.08350828,-118.70499218,133,34.08296648,-118.70554765
7705,Dume Canyon Motorway,National Parks Service,0200225,020055,0200550000,,1,TAPO,Confirmed with NPS data points,1126,Unincorporated Los Angeles County,90265,3rd District,2998 S Kanan Dume Rd,"118° 47' 54.258"" W","34° 3' 22.376"" N",ST,,Mapped,34.05622044,-118.79841735,134,34.05621562,-118.79840507
7708,East Meadow Trail,National Parks Service,0200232,020056,0200560000,020011,1,TAPO,Auto Generated and Verified,1268,Malibu,90265,3rd District,3620 Noranda Ln,"118° 52' 40.217"" W","34° 3' 14.320"" N",SA,,Mapped,34.05398272,-118.8778504,343,34.05878327,-118.87961425
7709,East Topanga Fire Road,CA State Parks - Topanga,0100233,010059,0100590000,,1,TH,Auto Generated and Verified,630,Los Angeles,90272,3rd District,865 Paseo Miramar,"118° 33' 25.502"" W","34° 3' 2.535"" N",ST,,Mapped,34.05070897,-118.55709606,137,34.05070413,-118.55708382
7710,East Topanga Fire Road,CA State Parks - Topanga,0100234,010059,0100590013,010010,1,TAPO,Auto Generated and Verified,1191,Los Angeles,90290,3rd District,20800 Entrada Rd,"118° 35' 14.307"" W","34° 5' 36.085"" N",SA,,Mapped,34.09336192,-118.58731966,137,34.09327604,-118.58832337
7712,Ed Edelman North Loop Trail,National Parks Service,0200237,020058,0200580000,020041,1,TH,Auto Generated and Verified,1300,Unincorporated Los Angeles County,90290,3rd District,2747 N Topanga Canyon Blvd,"118° 35' 55.793"" W","34° 7' 38.513"" N",SA,,Mapped,34.12736966,-118.59884359,138,34.12741419,-118.59858979
7713,El Medio Connector,CA State Parks - Topanga,0100251,010062,0100620000,,1,TAPO,Auto Generated and Verified,555,Los Angeles,90272,3rd District,1210 El Medio Ave,"118° 32' 1.424"" W","34° 3' 19.012"" N",ST,,Mapped,34.05528597,-118.53374106,140,34.05528113,-118.53372882
7714,Entrada Connector Trail,CA State Parks - Topanga,0100256,010063,0100630000,010011,1,TAPO,Auto Generated and Verified,851,Unincorporated Los Angeles County,90290,3rd District,21943 Entrada Rd,"118° 36' 3.150"" W","34° 5' 40.260"" N",SA,,Mapped,34.0945216,-118.60088718,141,34.09459087,-118.60100712
7715,Farmer Ridge Fire Road,CA State Parks - Topanga,0100257,010064,0100640000,,1,TH,Auto Generated and Verified,1560,Los Angeles,90272,3rd District,18664 Mulholland Dr,"118° 32' 31.322"" W","34° 7' 39.220"" N",ST,,Mapped,34.12756597,-118.54204606,142,34.12756112,-118.54203381
7716,Fire Road Twenty-nine,National Parks Service - Topanga,0200263,020062,0200620000,,1,TH,Auto Generated and Verified,1595,Los Angeles,91356,3rd District,3001 Reseda Blvd,"118° 33' 11.363"" W","34° 7' 52.675"" N",ST,,Mapped,34.13130356,-118.55316856,346,34.13129871,-118.55315632
7717,Glade Trail,CA State Parks - Topanga,0101286,020063,0100700000,020024,1,TH,Confirmed with NPS data points,1709,Unincorporated Los Angeles County,90265,3rd District,31520 Mulholland Hwy,"118° 48' 50.706"" W","34° 5' 49.412"" N",SA,,Mapped,34.09706364,-118.81409729,347,34.09697274,-118.81415234
7718,Glen Spur Trail,CA State Parks - Topanga,0100274,010071,0100710000,010011,1,TAPO,Auto Generated and Verified,851,Unincorporated Los Angeles County,90290,3rd District,21943 Entrada Rd,"118° 36' 3.150"" W","34° 5' 40.260"" N",SA,,Mapped,34.09452162,-118.60088719,148,34.09459087,-118.60100712
7719,Glen Trail,CA State Parks - Topanga,0100276,010072,0100720000,010011,1,TH,Auto Generated and Verified,848,Unincorporated Los Angeles County,90290,3rd District,21943 Entrada Rd,"118° 36' 2.683"" W","34° 5' 41.192"" N",SA,,Mapped,34.09478028,-118.60075762,149,34.09459087,-118.60100712
7720,Grassland Trail,CA State Parks - Malibu Creek,0100280,010074,0100740000,,1,TH,Auto Generated and Verified,584,Unincorporated Los Angeles County,91302,3rd District,26951 Mulholland Hwy,"118° 42' 49.760"" W","34° 6' 12.568"" N",ST,,Mapped,34.10349595,-118.71383463,151,34.10349111,-118.71382236
7721,Hacienda Trail,National Parks Service,0200286,020064,0200640000,020034,1,TAPO,Auto Generated and Verified,773,Unincorporated Los Angeles County,91301,3rd District,Paramount Ranch Drive and Cornell Road,"118° 45' 27.563"" W","34° 6' 59.910"" N",SA,,Mapped,34.11664663,-118.75766873,348,34.115627,-118.75482105
7723,Hastain Trail,National Parks Service,0200294,020065,0200650000,020028,1,TH,Auto Generated and Verified,676,Unincorporated Los Angeles County,90210,3rd District,1999 Lake Dr,"118° 24' 54.614"" W","34° 6' 41.611"" N",SA,,Mapped,34.11156355,-118.4151829,154,34.11136488,-118.41509929
7724,Hastain Trail Connector,National Parks Service,0200295,020066,0200660000,020026,1,TAPO,Auto Generated and Verified,623,Unincorporated Los Angeles County,90210,3rd District,1748 Lake Dr,"118° 24' 55.838"" W","34° 6' 27.941"" N",SA,,Mapped,34.10776616,-118.41552265,155,34.10680137,-118.4151062
7726,Henry Ridge Motorway,CA State Parks - Topanga,0100300,010077,0100770000,,1,TAPO,Auto Generated and Verified,1210,Unincorporated Los Angeles County,90290,3rd District,21998 Gold Stone Rd,"118° 36' 30.174"" W","34° 5' 46.486"" N",ST,,Mapped,34.09625097,-118.60839406,156,34.09624613,-118.6083818
7727,Hillside Drive Connector Trail,CA State Parks - Topanga,0100306,010080,0100800000,,1,TAPO,Auto Generated and Verified,1125,Unincorporated Los Angeles County,90290,3rd District,20610 Hillside Dr,"118° 35' 12.821"" W","34° 5' 58.992"" N",ST,,Mapped,34.09972497,-118.58690706,158,34.09972013,-118.58689481
7728,Hondo Canyon Trail Connector,CA State Parks - Topanga,0100307,010081,0100810000,,1,TH,Auto Generated and Verified,2355,Unincorporated Los Angeles County,90290,3rd District,23809 Saddle Peak Rd,"118° 38' 9.658"" W","34° 5' 1.307"" N",ST,,Mapped,34.08370135,-118.63602833,159,34.08369651,-118.63601608
7730,Juan Bautista de Anza National Historic Trail,National Parks Service,0200334,020069,0200690000,,1,TH,Auto Generated and Verified,912,Unincorporated Los Angeles County,91307,3rd District,24440 Vanowen St,"118° 39' 30.486"" W","34° 11' 42.846"" N",ST,,Mapped,34.19523985,-118.65848069,350,34.19523501,-118.65846842
7731,Jungle Trail,National Parks Service,0200335,020070,0200700000,,1,TAPO,Auto Generated and Verified,809,Unincorporated Los Angeles County,91301,3rd District,3619 Cornell Rd,"118° 44' 59.755"" W","34° 7' 31.068"" N",ST,,Mapped,34.12530143,-118.7499441,351,34.1252966,-118.74993182
7732,Kanan - Edison Road,National Parks Service,0200338,020071,0200710000,,1,TAPO,Confirmed with NPS data points,1126,Unincorporated Los Angeles County,90265,3rd District,2998 S Kanan Dume Rd,"118° 47' 54.258"" W","34° 3' 22.376"" N",ST,,Mapped,34.05622044,-118.79841735,352,34.05621562,-118.79840507
7733,King Gillette Fire Road,CA State Parks - Malibu Creek,0100344,010089,0100890000,020025,1,TH,Auto Generated and Verified,658,Unincorporated Los Angeles County,91302,3rd District,Mullholland Highway and Stokes Canyon Rd,"118° 42' 9.218"" W","34° 5' 59.468"" N",SA,,Mapped,34.09985715,-118.70257291,164,34.10256266,-118.70372858
7734,Las Lomas,CA State Parks - Topanga,0100345,010090,0100900000,,1,TAPO,Auto Generated and Verified,470,Los Angeles,90272,3rd District,1228 Las Lomas Pl,"118° 32' 4.675"" W","34° 3' 19.088"" N",ST,,Mapped,34.05530697,-118.53464406,165,34.05530213,-118.53463182
7735,Las Virgenes Trail,CA State Parks - Malibu Creek,0100347,010091,0100910000,,1,TH,Auto Generated and Verified,610,Unincorporated Los Angeles County,91302,3rd District,2521 Lad Virgenes Rd,"118° 42' 50.981"" W","34° 6' 32.190"" N",ST,,Mapped,34.10894653,-118.71417366,166,34.10894169,-118.71416139
7736,Las Virgenes Trail,CA State Parks - Malibu Creek,0100348,010091,0100910000,020051,1,TH,Auto Generated and Verified,697,Calabasas,91301,3rd District,3713 Lost Hills Rd,"118° 42' 24.455"" W","34° 7' 35.575"" N",SA,,Mapped,34.12655341,-118.70680531,166,34.15611327,-118.73114169
7737,Las Virgenes View Trail,National Parks Service,0200349,020073,0200730000,020025,1,TH,Auto Generated and Verified,602,Calabasas,91302,3rd District,26885 Mulholland Hwy,"118° 42' 40.167"" W","34° 6' 15.056"" N",SA,,Mapped,34.10418717,-118.71116974,167,34.10256266,-118.70372858
7738,Leacock Memorial Trail,CA State Parks - Topanga,0100354,010092,0100920000,,1,TAPO,Auto Generated and Verified,818,Los Angeles,90272,3rd District,2121 McKain St,"118° 32' 28.106"" W","34° 3' 44.476"" N",ST,,Mapped,34.06235929,-118.54115271,168,34.06235445,-118.54114048
7739,Leo Carrillo Bluff Trail,CA State Parks - Leo Carrillo,0100366,010093,0100930000,010005,1,TAPO,Auto Generated and Verified,8,Unincorporated Los Angeles County,90265,3rd District,35998 Pacific Coast Hwy,"118° 56' 4.494"" W","34° 2' 39.932"" N",SA,,Mapped,34.04443029,-118.93459393,169,34.0460351,-118.93371838
7740,Leo Carrillo Bluff Trail,CA State Parks - Leo Carrillo,0100367,010093,0100930000,020069,1,TAPO,Auto Generated and Verified,28,Unincorporated Los Angeles County,90265,3rd District,36424 Pacific Coast Hwy,"118° 56' 17.146"" W","34° 2' 39.361"" N",SA,,Mapped,34.04427179,-118.93810855,169,34.04517459,-118.94141246
7741,Leo Carrillo Bluff Trail,CA State Parks - Leo Carrillo,0100371,010093,0100930000,020069,1,TAPO,Auto Generated and Verified,50,Unincorporated Los Angeles County,90265,3rd District,36348 Pacific Coast Hwy,"118° 56' 15.057"" W","34° 2' 39.491"" N",SA,,Mapped,34.04430796,-118.93752822,169,34.04517459,-118.94141246
7742,Leo Carrillo Entrance Road,CA State Parks - Leo Carrillo,0100379,010094,0100940000,010005,1,TAPO,Auto Generated and Verified,18,Unincorporated Los Angeles County,90265,3rd District,35789 Pacific Coast Hwy,"118° 55' 58.991"" W","34° 2' 48.595"" N",SA,,Mapped,34.04683663,-118.93306537,170,34.0460351,-118.93371838
7744,Liberty Canyon Fire Road,CA State Parks - Malibu Creek,0100386,010097,0100970000,,1,TH,Auto Generated and Verified,610,Unincorporated Los Angeles County,91302,3rd District,2521 Lad Virgenes Rd,"118° 42' 50.981"" W","34° 6' 32.190"" N",ST,,Mapped,34.10894653,-118.71417366,172,34.10894169,-118.71416139
7745,Liberty Canyon Fire Road,CA State Parks - Malibu Creek,0100392,010097,0100970000,,1,TH,Auto Generated and Verified,733,Agoura Hills,91301,3rd District,27353 Park Vista Rd,"118° 43' 26.299"" W","34° 7' 39.755"" N",ST,,Mapped,34.12771455,-118.72398417,172,34.12770972,-118.7239719
7746,Lifeguard Tower Access Road A,CA State Parks - Leo Carrillo,0100395,010099,0100990000,020069,1,TAPO,Auto Generated and Verified,51,Unincorporated Los Angeles County,90265,3rd District,36260 Pacific Coast Hwy,"118° 56' 12.453"" W","34° 2' 40.123"" N",SA,,Mapped,34.04448333,-118.93680471,173,34.04517459,-118.94141246
7747,Lifeguard Tower Access Road B,CA State Parks - Leo Carrillo,0100399,010100,0101000000,010005,1,TAPO,Auto Generated and Verified,41,Unincorporated Los Angeles County,90265,3rd District,36160 Pacific Coast Hwy,"118° 56' 9.376"" W","34° 2' 40.533"" N",SA,,Mapped,34.04459742,-118.93595011,174,34.0460351,-118.93371838
7748,Lofgren Trail,CA State Parks - Topanga,0100402,010101,0101010000,010010,1,TH,Auto Generated and Verified,1202,Unincorporated Los Angeles County,90290,3rd District,20800 Entrada Rd,"118° 35' 19.967"" W","34° 5' 34.714"" N",SA,,Mapped,34.09298097,-118.58889206,175,34.09327604,-118.58832337
7749,Lookout Road,CA State Parks - Malibu Creek,0100404,010102,0101020000,,1,TAPO,Auto Generated and Verified,1054,Unincorporated Los Angeles County,91301,3rd District,1500 Lookout Dr,"118° 45' 28.784"" W","34° 6' 0.966"" N",ST,,Mapped,34.1002732,-118.7580079,176,34.10026837,-118.75799562
7753,Los Leones Day Use,CA State Parks - Topanga,0100419,010105,0101050000,010015,1,TAPO,Auto Generated and Verified,195,Los Angeles,90272,3rd District,411 Los Liones Dr,"118° 33' 27.607"" W","34° 2' 39.179"" N",SA,,Mapped,34.04422135,-118.55768099,183,34.04480537,-118.55836215
7754,Los Leones Trail,CA State Parks - Topanga,0100443,010106,0101060000,010015,1,TAPO,Auto Generated and Verified,247,Los Angeles,90272,3rd District,575 Los Liones Dr,"118° 33' 35.306"" W","34° 2' 49.641"" N",SA,,Mapped,34.04712732,-118.55981949,184,34.04480537,-118.55836215
7755,Los Leones Trail,CA State Parks - Topanga,0100445,010106,0101060000,010015,1,TH,Auto Generated and Verified,256,Los Angeles,90272,3rd District,575 Los Liones Dr,"118° 33' 36.447"" W","34° 2' 50.206"" N",SA,,Mapped,34.0472842,-118.56013629,184,34.04480537,-118.55836215
7756,Lower Cheeseboro Canyon Trail,National Parks Service,0200452,020075,0200750000,,1,TH,Auto Generated and Verified,933,Unincorporated Los Angeles County,91301,3rd District,5568 Chesebro Rd,"118° 44' 6.632"" W","34° 8' 58.641"" N",ST,,Mapped,34.14962722,-118.73518773,186,34.14962238,-118.73517545
7757,Lower Encina Trail,CA State Parks - Topanga,0100454,010108,0101080000,010011,1,TAPO,Auto Generated and Verified,851,Unincorporated Los Angeles County,90290,3rd District,21943 Entrada Rd,"118° 36' 3.150"" W","34° 5' 40.260"" N",SA,,Mapped,34.09452162,-118.60088719,187,34.09459087,-118.60100712
7758,Lower Stunt High Trail,National Parks Service,0200455,020076,0200760000,,1,TH,Auto Generated and Verified,1263,Unincorporated Los Angeles County,91302,3rd District,1623 Stunt Rd,"118° 38' 53.636"" W","34° 5' 41.723"" N",ST,,Mapped,34.09492784,-118.64824444,188,34.09492301,-118.64823218
7759,Lower Stunt High Trail,National Parks Service,0200456,020076,0200760000,,1,TH,Auto Generated and Verified,1546,Unincorporated Los Angeles County,91302,3rd District,1255 Stunt Rd,"118° 39' 20.730"" W","34° 5' 26.669"" N",ST,,Mapped,34.09074623,-118.65577061,188,34.0907414,-118.65575835
7761,Malibou Lake Connector Trail,National Parks Service,0200458,020077,0200770000,020033,1,TAPO,Auto Generated and Verified,818,Unincorporated Los Angeles County,91301,3rd District,Waring Drive and Mullholland Hwy,"118° 46' 37.768"" W","34° 6' 39.846"" N",SA,,Mapped,34.1110731,-118.77717004,353,34.113872,-118.77854918
7762,Malibu Lake Vista Trail,CA State Parks - Malibu Creek,0100460,010109,0101090000,010013,1,TAPO,Auto Generated and Verified,850,Unincorporated Los Angeles County,91301,3rd District,28848 Lake Vista Dr,"118° 45' 1.495"" W","34° 6' 43.472"" N",SA,,Mapped,34.11208046,-118.75042768,189,34.11234103,-118.75038034
7764,Malibu Springs Trail,National Parks Service,0300463,030009,0300090002,,1,TH,Auto Generated and Verified,415,Unincorporated Los Angeles County,90265,3rd District,35241 Mulholland Hwy,"118° 55' 5.738"" W","34° 5' 1.510"" N",ST,,Mapped,34.0837575,-118.9182729,191,34.08375268,-118.9182606
7766,Marco Polo Trail,National Parks Service,0200467,020079,0200790000,020034,1,TH,Auto Generated and Verified,743,Unincorporated Los Angeles County,91301,3rd District,Paramount Ranch Drive and Cornell Road,"118° 45' 22.675"" W","34° 7' 1.407"" N",SA,,Mapped,34.11706246,-118.75631093,354,34.115627,-118.75482105
7767,Meadow Trail,National Parks Service,0200471,020080,0200800000,,1,TH,Auto Generated and Verified,1042,Unincorporated Los Angeles County,91302,3rd District,2139 Stunt Rd,"118° 39' 27.366"" W","34° 6' 4.808"" N",ST,,Mapped,34.10134052,-118.6576138,355,34.10133568,-118.65760154
7768,Medea Creek - Racetrack Connector,National Parks Service,0200473,020081,0200810000,010013,1,TAPO,Auto Generated and Verified,809,Unincorporated Los Angeles County,91301,3rd District,29015 Mulholland Hwy,"118° 45' 8.881"" W","34° 6' 46.923"" N",SA,,Mapped,34.11303909,-118.7524793,356,34.11234103,-118.75038034
7769,Medea Creek Trail,National Parks Service,0200478,020082,0200820000,010013,1,TAPO,Auto Generated and Verified,831,Unincorporated Los Angeles County,91301,3rd District,28825 Lake Vista Dr,"118° 45' 5.452"" W","34° 6' 46.988"" N",SA,,Mapped,34.11305718,-118.75152666,192,34.11234103,-118.75038034
7770,Medicine Woman Trail,National Parks Service,0200485,020084,0200840000,020034,1,TH,Auto Generated and Verified,758,Unincorporated Los Angeles County,91301,3rd District,2900 Cornell Rd,"118° 45' 24.577"" W","34° 7' 2.492"" N",SA,,Mapped,34.11736375,-118.75683927,358,34.115627,-118.75482105
7773,Mesa Peak Motorway,CA State Parks - Malibu Creek,0100495,010112,0101120000,,1,TH,Auto Generated and Verified,1982,Unincorporated Los Angeles County,90265,3rd District,300 Corral Canyon Rd,"118° 45' 19.983"" W","34° 4' 44.598"" N",ST,,Mapped,34.07905997,-118.75556306,193,34.07905514,-118.75555078
7774,Modelo Trail,National Parks Service,0200500,020085,0200850000,020051,1,TH,Auto Generated and Verified,1011,Unincorporated Los Angeles County,91301,3rd District,Cheseboro Canyon Rd and Cheseboro Road,"118° 43' 50.974"" W","34° 9' 23.571"" N",SA,,Mapped,34.15655231,-118.73083841,359,34.15611327,-118.73114169
7775,Monte Nido Connector,National Parks Service,0200503,020087,0200870000,,1,TAPO,Auto Generated and Verified,632,Unincorporated Los Angeles County,91302,3rd District,803 Wonder View Dr,"118° 41' 5.511"" W","34° 4' 58.941"" N",ST,,Mapped,34.08304412,-118.68487637,361,34.08303929,-118.6848641
7776,Morrison Ranch Trail,National Parks Service,0200505,020088,0200880000,,1,TH,Auto Generated and Verified,809,Calabasas,91302,3rd District,5539 Las Virgenes Rd,"118° 42' 2.005"" W","34° 9' 27.415"" N",ST,,Mapped,34.15762013,-118.70056931,362,34.15761529,-118.70055703
7781,Musch Camp Access Road,CA State Parks - Topanga,0100522,010115,0101150000,,1,TAPO,Auto Generated and Verified,1085,Unincorporated Los Angeles County,90290,3rd District,20846 Hillside Dr,"118° 35' 20.457"" W","34° 6' 14.123"" N",ST,,Mapped,34.10392797,-118.58902806,195,34.10392312,-118.58901581
7782,Backbone Trail - Musch Trail,CA State Parks - Topanga,0100527,010118,0101180000,010010,1,TAPO,Auto Generated and Verified,1184,Unincorporated Los Angeles County,90290,3rd District,20800 Entrada Rd,"118° 35' 14.804"" W","34° 5' 36.925"" N",SA,,Mapped,34.09359514,-118.58745787,197,34.09327604,-118.58832337
7783,Nature Trail,CA State Parks - Topanga,0100529,010119,0101190001,010010,1,TAPO,Auto Generated and Verified,1184,Los Angeles,90290,3rd District,20800 Entrada Rd,"118° 35' 14.462"" W","34° 5' 36.829"" N",SA,,Mapped,34.09356836,-118.58736273,198,34.09327604,-118.58832337
7784,Newton Motorway (Cessna Drive),National Parks Service,0200541,020092,0200920000,,1,TH,Auto Generated and Verified,2243,Unincorporated Los Angeles County,90265,3rd District,Newton Mtwy,"118° 47' 18.508"" W","34° 4' 39.565"" N",ST,,Mapped,34.07766185,-118.78848679,365,34.07765702,-118.78847451
7788,Nicholas Flat Trail,CA State Parks - Leo Carrillo,0100545,010121,0101210000,010005,1,TAPO,Auto Generated and Verified,18,Unincorporated Los Angeles County,90265,3rd District,35789 Pacific Coast Hwy,"118° 55' 58.991"" W","34° 2' 48.595"" N",SA,,Mapped,34.04683663,-118.93306537,200,34.0460351,-118.93371838
7789,Nicholas Flat Trail,CA State Parks - Leo Carrillo,0100546,010121,0101210000,,1,TH,Auto Generated and Verified,1483,Unincorporated Los Angeles County,90265,3rd District,33700 Decker School Rd,"118° 54' 23.309"" W","34° 4' 14.190"" N",ST,,Mapped,34.07061305,-118.90648716,200,34.07060823,-118.90647486
7790,North Grasslands Trail,CA State Parks - Malibu Creek,0100559,010127,0101270000,,1,TH,Auto Generated and Verified,584,Unincorporated Los Angeles County,91302,3rd District,26951 Mulholland Hwy,"118° 42' 49.760"" W","34° 6' 12.568"" N",ST,,Mapped,34.10349595,-118.71383463,208,34.10349111,-118.71382236
7791,Kanan - Edison Road,National Parks Service,0200564,020071,0200710008,020003,1,TAPO,Auto Generated and Verified,113,Malibu,90265,3rd District,End of Bonsall Drive,"118° 48' 43.841"" W","34° 2' 4.132"" N",SA,,Mapped,34.03448596,-118.81219041,352,34.03150978,-118.8121208
7794,Park Entrance Road,CA State Parks - Malibu Creek,0100577,010129,0101290000,010012,1,TAPO,Auto Generated and Verified,539,Unincorporated Los Angeles County,91302,3rd District,27347 Waycross Dr,"118° 43' 1.366"" W","34° 5' 45.421"" N",SA,,Mapped,34.0959552,-118.71705847,236,34.09681547,-118.71614763
7798,Pentachaeta Trail,National Parks Service,0200585,020099,0200990000,,1,TH,Auto Generated and Verified,866,Westlake Village,91361,3rd District,2 Sherwood Dr,"118° 49' 17.350"" W","34° 7' 52.738"" N",ST,,Mapped,34.13132085,-118.82149848,369,34.13131602,-118.82148619
7799,Peter Strauss Ranch Loop Trail,National Parks Service,0200587,020100,0201000000,020033,1,TAPO,Auto Generated and Verified,761,Unincorporated Los Angeles County,91301,3rd District,Waring Drive and Mullholland Hwy,"118° 46' 46.219"" W","34° 6' 46.798"" N",SA,,Mapped,34.11300414,-118.77951743,370,34.113872,-118.77854918
7801,Phantom Trail,CA State Parks - Malibu Creek,0100589,010132,0101320000,,1,TAPO,Auto Generated and Verified,1007,Unincorporated Los Angeles County,91302,3rd District,27663 Mulholland Hwy,"118° 43' 56.190"" W","34° 6' 22.101"" N",ST,,Mapped,34.10614389,-118.73228731,239,34.10613906,-118.73227504
7802,Polo Field Road,CA State Parks - Will Rogers,0100602,010136,0101360000,010006,1,TAPO,Auto Generated and Verified,426,Los Angeles,90272,3rd District,1798 Will Rogers State Park Rd,"118° 30' 38.694"" W","34° 3' 16.547"" N",SA,,Mapped,34.05460117,-118.51076068,243,34.05390543,-118.51161491
7804,Potrero Road,National Parks Service,0200614,020102,0201020000,020011,1,TAPO,Auto Generated and Verified,1333,Malibu,90265,3rd District,Encinal Canyon Rod and Carmichael Rd,"118° 52' 47.387"" W","34° 3' 15.891"" N",SA,,Mapped,34.05441893,-118.8798419,372,34.05878327,-118.87961425
7805,Potrero Road,National Parks Service,0200615,020102,0201020000,020011,1,TAPO,Auto Generated and Verified,1457,Unincorporated Los Angeles County,90265,3rd District,Potrero Rd,"118° 52' 50.799"" W","34° 3' 39.860"" N",SA,,Mapped,34.06107711,-118.88078973,372,34.05878327,-118.87961425
